raceSpace,titleSpace,candidateSpace,iteration,raceIndex,raceLength,column,yPos,votedOn
7,21,16,16,17,2,3,86,6
7,21,16,16,18,1,3,146,-1
7,21,16,16,19,4,3,190,9
7,21,16,16,20,1,3,282,-1
7,21,16,16,21,1,3,326,14
7,21,16,16,22,3,3,370,-1
7,21,16,16,23,4,3,446,17
7,21,16,16,24,2,3,538,-1
7,21,16,17,0,3,1,10,0
7,21,16,17,1,4,1,86,3
7,21,16,17,2,1,1,178,6
7,21,16,17,3,2,1,222,9
7,21,16,17,4,4,1,282,12
7,21,16,17,5,1,1,374,13
7,21,16,17,6,3,1,418,16
7,21,16,17,7,1,1,494,19
7,21,16,17,8,1,1,538,21
7,21,16,17,9,1,2,10,1
7,21,16,17,10,2,2,54,-1
7,21,16,17,11,2,2,114,4
7,21,16,17,12,4,2,174,7
7,21,16,17,13,1,2,266,10
7,21,16,17,14,3,2,310,-1
7,21,16,17,15,1,2,386,14
7,21,16,17,16,2,2,430,17
7,21,16,17,17,2,2,490,20
7,21,16,17,18,3,3,10,2
7,21,16,17,19,4,3,86,5
7,21,16,17,20,2,3,178,8
7,21,16,17,21,4,3,238,11
7,21,16,17,22,2,3,330,-1
7,21,16,17,23,2,3,390,15
7,21,16,17,24,4,3,450,18
7,21,16,17,25,2,3,542,-1
7,21,16,18,0,1,1,10,0
7,21,16,18,1,3,1,54,3
7,21,16,18,2,3,1,130,5
7,21,16,18,3,3,1,206,8
7,21,16,18,4,3,1,282,11
7,21,16,18,5,4,1,358,14
7,21,16,18,6,2,1,450,17
7,21,16,18,7,1,1,510,20
7,21,16,18,8,1,1,554,23
7,21,16,18,9,1,2,10,1
7,21,16,18,10,4,2,54,4
7,21,16,18,11,2,2,146,6
7,21,16,18,12,1,2,206,9
7,21,16,18,13,4,2,250,12
7,21,16,18,14,4,2,342,15
7,21,16,18,15,2,2,434,18
7,21,16,18,16,4,2,494,21
7,21,16,18,17,4,3,10,2
7,21,16,18,18,2,3,102,-1
7,21,16,18,19,1,3,162,7
7,21,16,18,20,3,3,206,10
7,21,16,18,21,3,3,282,13
7,21,16,18,22,2,3,358,16
7,21,16,18,23,3,3,418,19
7,21,16,18,24,1,3,494,22
7,21,16,19,0,4,1,10,0
7,21,16,19,1,2,1,102,3
7,21,16,19,2,1,1,162,6
7,21,16,19,3,4,1,206,-1
7,21,16,19,4,4,1,298,9
7,21,16,19,5,4,1,390,-1
7,21,16,19,6,2,1,482,12
7,21,16,19,7,4,2,10,1
7,21,16,19,8,4,2,102,4
7,21,16,19,9,1,2,194,7
7,21,16,19,10,4,2,238,-1
7,21,16,19,11,4,2,330,10
7,21,16,19,12,3,2,422,-1
7,21,16,19,13,1,2,498,13
7,21,16,19,14,4,3,10,2
7,21,16,19,15,4,3,102,5
7,21,16,19,16,2,3,194,8
7,21,16,19,17,1,3,254,-1
7,21,16,19,18,2,3,298,-1
7,21,16,19,19,2,3,358,11
7,21,16,19,20,2,3,418,-1
7,21,16,19,21,2,3,478,14
7,21,16,20,0,1,1,10,0
7,21,16,20,1,1,1,54,3
7,21,16,20,2,2,1,98,-1
7,21,16,20,3,4,1,158,6
7,21,16,20,4,4,1,250,9
7,21,16,20,5,2,1,342,12
7,21,16,20,6,3,1,402,15
7,21,16,20,7,2,1,478,16
7,21,16,20,8,3,2,10,1
7,21,16,20,9,4,2,86,4
7,21,16,20,10,1,2,178,7
7,21,16,20,11,2,2,222,10
7,21,16,20,12,4,2,282,-1
7,21,16,20,13,2,2,374,13
7,21,16,20,14,4,2,434,17
7,21,16,20,15,1,2,526,-1
7,21,16,20,16,3,3,10,2
7,21,16,20,17,4,3,86,5
7,21,16,20,18,3,3,178,8
7,21,16,20,19,2,3,254,11
7,21,16,20,20,1,3,314,-1
7,21,16,20,21,2,3,358,14
7,21,16,20,22,1,3,418,18
7,21,16,20,23,3,3,462,-1
7,21,16,21,0,4,1,10,0
7,21,16,21,1,1,1,102,3
7,21,16,21,2,1,1,146,6
7,21,16,21,3,2,1,190,-1
7,21,16,21,4,4,1,250,9
7,21,16,21,5,2,1,342,12
7,21,16,21,6,2,1,402,15
7,21,16,21,7,4,1,462,18
7,21,16,21,8,4,2,10,1
7,21,16,21,9,2,2,102,4
7,21,16,21,10,3,2,162,7
7,21,16,21,11,2,2,238,10
7,21,16,21,12,2,2,298,-1
7,21,16,21,13,2,2,358,13
7,21,16,21,14,3,2,418,16
7,21,16,21,15,3,2,494,19
7,21,16,21,16,4,3,10,2
7,21,16,21,17,3,3,102,5
7,21,16,21,18,1,3,178,8
7,21,16,21,19,3,3,222,11
7,21,16,21,20,2,3,298,-1
7,21,16,21,21,2,3,358,14
7,21,16,21,22,4,3,418,17
7,21,16,21,23,4,3,510,20
7,21,17,1,0,3,1,10,0
7,21,17,1,1,2,1,89,3
7,21,17,1,2,2,1,151,6
7,21,17,1,3,2,1,213,9
7,21,17,1,4,4,1,275,12
7,21,17,1,5,3,1,371,15
7,21,17,1,6,2,1,450,18
7,21,17,1,7,2,1,512,21
7,21,17,1,8,1,2,10,1
7,21,17,1,9,3,2,55,4
7,21,17,1,10,1,2,134,7
7,21,17,1,11,1,2,179,-1
7,21,17,1,12,2,2,224,10
7,21,17,1,13,2,2,286,13
7,21,17,1,14,4,2,348,16
7,21,17,1,15,2,2,444,19
7,21,17,1,16,4,2,506,22
7,21,17,1,17,1,3,10,2
7,21,17,1,18,3,3,55,5
7,21,17,1,19,2,3,134,8
7,21,17,1,20,3,3,196,11
7,21,17,1,21,2,3,275,14
7,21,17,1,22,1,3,337,17
7,21,17,1,23,1,3,382,-1
7,21,17,1,24,2,3,427,20
7,21,17,1,25,1,3,489,23
7,21,17,2,0,2,1,10,0
7,21,17,2,1,1,1,72,3
7,21,17,2,2,3,1,117,6
7,21,17,2,3,1,1,196,-1
7,21,17,2,4,3,1,241,9
7,21,17,2,5,2,1,320,12
7,21,17,2,6,3,1,382,-1
7,21,17,2,7,4,1,461,15
7,21,17,2,8,2,2,10,1
7,21,17,2,9,3,2,72,4
7,21,17,2,10,2,2,151,7
7,21,17,2,11,3,2,213,10
7,21,17,2,12,1,2,292,-1
7,21,17,2,13,2,2,337,13
7,21,17,2,14,3,2,399,-1
7,21,17,2,15,3,2,478,16
7,21,17,2,16,3,3,10,2
7,21,17,2,17,3,3,89,5
7,21,17,2,18,3,3,168,8
7,21,17,2,19,1,3,247,11
7,21,17,2,20,2,3,292,-1
7,21,17,2,21,1,3,354,14
7,21,17,2,22,3,3,399,-1
7,21,17,2,23,3,3,478,17
7,21,17,3,0,3,1,10,0
7,21,17,3,1,4,1,89,3
7,21,17,3,2,1,1,185,6
7,21,17,3,3,1,1,230,9
7,21,17,3,4,1,1,275,12
7,21,17,3,5,2,1,320,-1
7,21,17,3,6,1,1,382,15
7,21,17,3,7,4,1,427,-1
7,21,17,3,8,2,1,523,18
7,21,17,3,9,3,2,10,1
7,21,17,3,10,2,2,89,4
7,21,17,3,11,4,2,151,7
7,21,17,3,12,1,2,247,10
7,21,17,3,13,3,2,292,13
7,21,17,3,14,3,2,371,16
7,21,17,3,15,3,2,450,19
7,21,17,3,16,3,3,10,2
7,21,17,3,17,3,3,89,5
7,21,17,3,18,3,3,168,8
7,21,17,3,19,2,3,247,11
7,21,17,3,20,4,3,309,14
7,21,17,3,21,2,3,405,17
7,21,17,3,22,1,3,467,20
7,21,17,3,23,1,3,512,-1
7,21,17,3,24,1,3,557,-1
7,21,17,4,0,3,1,10,0
7,21,17,4,1,1,1,89,3
7,21,17,4,2,4,1,134,6
7,21,17,4,3,1,1,230,9
7,21,17,4,4,4,1,275,12
7,21,17,4,5,4,1,371,13
7,21,17,4,6,2,1,467,16
7,21,17,4,7,1,1,529,19
7,21,17,4,8,2,2,10,1
7,21,17,4,9,2,2,72,4
7,21,17,4,10,2,2,134,7
7,21,17,4,11,2,2,196,-1
7,21,17,4,12,3,2,258,10
7,21,17,4,13,1,2,337,-1
7,21,17,4,14,2,2,382,14
7,21,17,4,15,3,2,444,17
7,21,17,4,16,2,2,523,20
7,21,17,4,17,2,3,10,2
7,21,17,4,18,3,3,72,5
7,21,17,4,19,3,3,151,8
7,21,17,4,20,4,3,230,11
7,21,17,4,21,2,3,326,-1
7,21,17,4,22,3,3,388,15
7,21,17,4,23,3,3,467,18
7,21,17,4,24,1,3,546,21
7,21,17,5,0,1,1,10,0
7,21,17,5,1,3,1,55,3
7,21,17,5,2,2,1,134,6
7,21,17,5,3,4,1,196,9
7,21,17,5,4,1,1,292,12
7,21,17,5,5,3,1,337,-1
7,21,17,5,6,1,1,416,15
7,21,17,5,7,4,1,461,18
7,21,17,5,8,1,1,557,21
7,21,17,5,9,3,2,10,1
7,21,17,5,10,3,2,89,4
7,21,17,5,11,1,2,168,7
7,21,17,5,12,1,2,213,10
7,21,17,5,13,2,2,258,-1
7,21,17,5,14,4,2,320,13
7,21,17,5,15,1,2,416,16
7,21,17,5,16,3,2,461,19
7,21,17,5,17,1,2,540,22
7,21,17,5,18,1,3,10,2
7,21,17,5,19,4,3,55,5
7,21,17,5,20,3,3,151,8
7,21,17,5,21,2,3,230,11
7,21,17,5,22,1,3,292,-1
7,21,17,5,23,1,3,337,14
7,21,17,5,24,4,3,382,17
7,21,17,5,25,3,3,478,20
7,21,17,6,0,3,1,10,0
7,21,17,6,1,3,1,89,3
7,21,17,6,2,3,1,168,6
7,21,17,6,3,2,1,247,9
7,21,17,6,4,3,1,309,-1
7,21,17,6,5,4,1,388,12
7,21,17,6,6,2,1,484,15
7,21,17,6,7,3,2,10,1
7,21,17,6,8,1,2,89,4
7,21,17,6,9,2,2,134,-1
7,21,17,6,10,2,2,196,7
7,21,17,6,11,3,2,258,10
7,21,17,6,12,2,2,337,-1
7,21,17,6,13,1,2,399,13
7,21,17,6,14,3,2,444,-1
7,21,17,6,15,3,2,523,16
7,21,17,6,16,4,3,10,2
7,21,17,6,17,3,3,106,5
7,21,17,6,18,4,3,185,8
7,21,17,6,19,4,3,281,11
7,21,17,6,20,1,3,377,14
7,21,17,6,21,2,3,422,-1
7,21,17,6,22,1,3,484,-1
7,21,17,6,23,1,3,529,17
7,21,17,7,0,4,1,10,0
7,21,17,7,1,4,1,106,3
7,21,17,7,2,1,1,202,6
7,21,17,7,3,4,1,247,9
7,21,17,7,4,1,1,343,10
7,21,17,7,5,3,1,388,-1
7,21,17,7,6,4,1,467,13
7,21,17,7,7,3,2,10,1
7,21,17,7,8,2,2,89,4
7,21,17,7,9,2,2,151,-1
7,21,17,7,10,4,2,213,7
7,21,17,7,11,1,2,309,-1
7,21,17,7,12,1,2,354,11
7,21,17,7,13,3,2,399,-1
7,21,17,7,14,4,2,478,14
7,21,17,7,15,2,3,10,2
7,21,17,7,16,2,3,72,5
7,21,17,7,17,2,3,134,-1
7,21,17,7,18,1,3,196,8
7,21,17,7,19,2,3,241,-1
7,21,17,7,20,4,3,303,-1
7,21,17,7,21,3,3,399,12
7,21,17,7,22,1,3,478,15
7,21,17,7,23,1,3,523,-1
7,21,17,8,0,1,1,10,0
7,21,17,8,1,1,1,55,3
7,21,17,8,2,3,1,100,-1
7,21,17,8,3,2,1,179,6
7,21,17,8,4,3,1,241,9
7,21,17,8,5,2,1,320,11
7,21,17,8,6,4,1,382,14
7,21,17,8,7,4,1,478,17
7,21,17,8,8,2,2,10,1
7,21,17,8,9,4,2,72,4
7,21,17,8,10,2,2,168,7
7,21,17,8,11,2,2,230,10
7,21,17,8,12,4,2,292,12
7,21,17,8,13,3,2,388,15
7,21,17,8,14,1,2,467,18
7,21,17,8,15,2,2,512,-1
7,21,17,8,16,3,3,10,2
7,21,17,8,17,1,3,89,5
7,21,17,8,18,2,3,134,-1
7,21,17,8,19,3,3,196,8
7,21,17,8,20,1,3,275,13
7,21,17,8,21,1,3,320,-1
7,21,17,8,22,3,3,365,16
7,21,17,8,23,4,3,444,19
7,21,17,9,0,4,1,10,0
7,21,17,9,1,4,1,106,3
7,21,17,9,2,1,1,202,6
7,21,17,9,3,4,1,247,9
7,21,17,9,4,4,1,343,12
7,21,17,9,5,1,1,439,15
7,21,17,9,6,2,1,484,18
7,21,17,9,7,3,2,10,1
7,21,17,9,8,4,2,89,4
7,21,17,9,9,3,2,185,7
7,21,17,9,10,4,2,264,10
7,21,17,9,11,4,2,360,13
7,21,17,9,12,1,2,456,16
7,21,17,9,13,1,2,501,19
7,21,17,9,14,4,3,10,2
7,21,17,9,15,1,3,106,5
7,21,17,9,16,2,3,151,-1
7,21,17,9,17,1,3,213,8
7,21,17,9,18,1,3,258,11
7,21,17,9,19,1,3,303,-1
7,21,17,9,20,3,3,348,14
7,21,17,9,21,2,3,427,17
7,21,17,9,22,4,3,489,20
7,21,17,10,0,3,1,10,0
7,21,17,10,1,3,1,89,3
7,21,17,10,2,1,1,168,6
7,21,17,10,3,1,1,213,9
7,21,17,10,4,3,1,258,11
7,21,17,10,5,2,1,337,14
7,21,17,10,6,2,1,399,17
7,21,17,10,7,1,1,461,20
7,21,17,10,8,1,1,506,21
7,21,17,10,9,4,2,10,1
7,21,17,10,10,1,2,106,4
7,21,17,10,11,2,2,151,7
7,21,17,10,12,3,2,213,10
7,21,17,10,13,2,2,292,12
7,21,17,10,14,3,2,354,15
7,21,17,10,15,4,2,433,18
7,21,17,10,16,3,3,10,2
7,21,17,10,17,4,3,89,5
7,21,17,10,18,4,3,185,8
7,21,17,10,19,3,3,281,13
7,21,17,10,20,1,3,360,16
7,21,17,10,21,2,3,405,19
7,21,17,10,22,2,3,467,-1
7,21,17,11,0,4,1,10,0
7,21,17,11,1,2,1,106,3
7,21,17,11,2,4,1,168,6
7,21,17,11,3,1,1,264,9
7,21,17,11,4,2,1,309,-1
7,21,17,11,5,2,1,371,12
7,21,17,11,6,1,1,433,15
7,21,17,11,7,1,1,478,-1
7,21,17,11,8,2,1,523,18
7,21,17,11,9,2,2,10,1
7,21,17,11,10,1,2,72,-1
7,21,17,11,11,1,2,117,4
7,21,17,11,12,2,2,162,7
7,21,17,11,13,3,2,224,-1
7,21,17,11,14,2,2,303,10
7,21,17,11,15,4,2,365,13
7,21,17,11,16,1,2,461,16
7,21,17,11,17,1,2,506,19
7,21,17,11,18,4,3,10,2
7,21,17,11,19,4,3,106,5
7,21,17,11,20,2,3,202,8
7,21,17,11,21,1,3,264,-1
7,21,17,11,22,2,3,309,11
7,21,17,11,23,4,3,371,14
7,21,17,11,24,1,3,467,17
7,21,17,11,25,3,3,512,20
7,21,17,12,0,1,1,10,0
7,21,17,12,1,1,1,55,3
7,21,17,12,2,2,1,100,-1
7,21,17,12,3,1,1,162,6
7,21,17,12,4,2,1,207,8
7,21,17,12,5,1,1,269,11
7,21,17,12,6,3,1,314,-1
7,21,17,12,7,1,1,393,14
7,21,17,12,8,4,1,438,17
7,21,17,12,9,1,1,534,20
7,21,17,12,10,2,2,10,1
7,21,17,12,11,1,2,72,4
7,21,17,12,12,4,2,117,7
7,21,17,12,13,4,2,213,9
7,21,17,12,14,3,2,309,12
7,21,17,12,15,2,2,388,15
7,21,17,12,16,1,2,450,18
7,21,17,12,17,4,2,495,21
7,21,17,12,18,3,3,10,2
7,21,17,12,19,2,3,89,5
7,21,17,12,20,3,3,151,-1
7,21,17,12,21,2,3,230,10
7,21,17,12,22,3,3,292,13
7,21,17,12,23,4,3,371,16
7,21,17,12,24,4,3,467,19
7,21,17,13,0,4,1,10,0
7,21,17,13,1,1,1,106,3
7,21,17,13,2,2,1,151,6
7,21,17,13,3,1,1,213,9
7,21,17,13,4,3,1,258,-1
7,21,17,13,5,4,1,337,12
7,21,17,13,6,1,1,433,15
7,21,17,13,7,1,1,478,18
7,21,17,13,8,3,1,523,21
7,21,17,13,9,4,2,10,1
7,21,17,13,10,1,2,106,4
7,21,17,13,11,2,2,151,7
7,21,17,13,12,1,2,213,10
7,21,17,13,13,2,2,258,-1
7,21,17,13,14,3,2,320,13
7,21,17,13,15,3,2,399,16
7,21,17,13,16,2,2,478,19
7,21,17,13,17,3,3,10,2
7,21,17,13,18,3,3,89,5
7,21,17,13,19,3,3,168,8
7,21,17,13,20,1,3,247,11
7,21,17,13,21,3,3,292,14
7,21,17,13,22,3,3,371,17
7,21,17,13,23,4,3,450,20
7,21,17,14,0,3,1,10,0
7,21,17,14,1,1,1,89,3
7,21,17,14,2,4,1,134,6
7,21,17,14,3,4,1,230,7
7,21,17,14,4,2,1,326,10
7,21,17,14,5,4,1,388,-1
7,21,17,14,6,1,1,484,13
7,21,17,14,7,4,2,10,1
7,21,17,14,8,3,2,106,4
7,21,17,14,9,3,2,185,-1
7,21,17,14,10,4,2,264,8
7,21,17,14,11,1,2,360,11
7,21,17,14,12,3,2,405,-1
7,21,17,14,13,4,2,484,14
7,21,17,14,14,3,3,10,2
7,21,17,14,15,3,3,89,5
7,21,17,14,16,3,3,168,-1
7,21,17,14,17,2,3,247,9
7,21,17,14,18,3,3,309,-1
7,21,17,14,19,4,3,388,12
7,21,17,14,20,1,3,484,15
7,21,17,15,0,2,1,10,0
7,21,17,15,1,2,1,72,3
7,21,17,15,2,4,1,134,6
7,21,17,15,3,1,1,230,9
7,21,17,15,4,4,1,275,12
7,21,17,15,5,4,1,371,15
7,21,17,15,6,3,1,467,18
7,21,17,15,7,1,1,546,21
7,21,17,15,8,1,2,10,1
7,21,17,15,9,2,2,55,4
7,21,17,15,10,3,2,117,7
7,21,17,15,11,4,2,196,10
7,21,17,15,12,4,2,292,13
7,21,17,15,13,3,2,388,16
7,21,17,15,14,3,2,467,19
7,21,17,15,15,1,2,546,22
7,21,17,15,16,1,3,10,2
7,21,17,15,17,3,3,55,5
7,21,17,15,18,2,3,134,8
7,21,17,15,19,1,3,196,11
7,21,17,15,20,1,3,241,-1
7,21,17,15,21,4,3,286,14
7,21,17,15,22,3,3,382,17
7,21,17,15,23,3,3,461,20
7,21,17,15,24,2,3,540,23
7,21,17,16,0,2,1,10,0
7,21,17,16,1,1,1,72,3
7,21,17,16,2,2,1,117,-1
7,21,17,16,3,2,1,179,6
7,21,17,16,4,2,1,241,9
7,21,17,16,5,1,1,303,-1
7,21,17,16,6,1,1,348,12
7,21,17,16,7,3,1,393,15
7,21,17,16,8,3,1,472,18
7,21,17,16,9,1,1,551,21
7,21,17,16,10,3,2,10,1
7,21,17,16,11,4,2,89,4
7,21,17,16,12,4,2,185,7
7,21,17,16,13,3,2,281,10
7,21,17,16,14,1,2,360,13
7,21,17,16,15,4,2,405,16
7,21,17,16,16,2,2,501,19
7,21,17,16,17,1,3,10,2
7,21,17,16,18,1,3,55,-1
7,21,17,16,19,1,3,100,5
7,21,17,16,20,1,3,145,-1
7,21,17,16,21,2,3,190,8
7,21,17,16,22,1,3,252,-1
7,21,17,16,23,2,3,297,11
7,21,17,16,24,1,3,359,14
7,21,17,16,25,4,3,404,17
7,21,17,16,26,2,3,500,20
7,21,17,17,0,4,1,10,0
7,21,17,17,1,4,1,106,3
7,21,17,17,2,1,1,202,6
7,21,17,17,3,2,1,247,-1
7,21,17,17,4,3,1,309,9
7,21,17,17,5,1,1,388,12
7,21,17,17,6,4,1,433,14
7,21,17,17,7,2,1,529,17
7,21,17,17,8,2,2,10,1
7,21,17,17,9,2,2,72,-1
7,21,17,17,10,3,2,134,4
7,21,17,17,11,1,2,213,7
7,21,17,17,12,1,2,258,-1
7,21,17,17,13,2,2,303,10
7,21,17,17,14,4,2,365,13
7,21,17,17,15,2,2,461,15
7,21,17,17,16,4,3,10,2
7,21,17,17,17,3,3,106,5
7,21,17,17,18,1,3,185,-1
7,21,17,17,19,1,3,230,8
7,21,17,17,20,1,3,275,-1
7,21,17,17,21,4,3,320,11
7,21,17,17,22,4,3,416,16
7,21,17,17,23,3,3,512,-1
7,21,17,18,0,4,1,10,0
7,21,17,18,1,2,1,106,3
7,21,17,18,2,1,1,168,6
7,21,17,18,3,4,1,213,8
7,21,17,18,4,1,1,309,11
7,21,17,18,5,4,1,354,-1
7,21,17,18,6,1,1,450,14
7,21,17,18,7,2,1,495,-1
7,21,17,18,8,3,2,10,1
7,21,17,18,9,2,2,89,4
7,21,17,18,10,2,2,151,7
7,21,17,18,11,1,2,213,9
7,21,17,18,12,4,2,258,-1
7,21,17,18,13,2,2,354,12
7,21,17,18,14,1,2,416,-1
7,21,17,18,15,2,2,461,15
7,21,17,18,16,1,2,523,-1
7,21,17,18,17,4,3,10,2
7,21,17,18,18,4,3,106,5
7,21,17,18,19,1,3,202,10
7,21,17,18,20,1,3,247,-1
7,21,17,18,21,4,3,292,-1
7,21,17,18,22,1,3,388,13
7,21,17,18,23,1,3,433,-1
7,21,17,18,24,1,3,478,16
7,21,17,19,0,2,1,10,0
7,21,17,19,1,1,1,72,3
7,21,17,19,2,4,1,117,-1
7,21,17,19,3,2,1,213,6
7,21,17,19,4,3,1,275,-1
7,21,17,19,5,2,1,354,9
7,21,17,19,6,4,1,416,11
7,21,17,19,7,4,2,10,1
7,21,17,19,8,1,2,106,4
7,21,17,19,9,4,2,151,-1
7,21,17,19,10,2,2,247,7
7,21,17,19,11,4,2,309,10
7,21,17,19,12,4,2,405,12
7,21,17,19,13,4,2,501,-1
7,21,17,19,14,4,3,10,2
7,21,17,19,15,3,3,106,5
7,21,17,19,16,3,3,185,-1
7,21,17,19,17,4,3,264,8
7,21,17,19,18,3,3,360,-1
7,21,17,19,19,1,3,439,13
7,21,17,19,20,4,3,484,-1
7,21,17,20,0,2,1,10,0
7,21,17,20,1,2,1,72,3
7,21,17,20,2,3,1,134,6
7,21,17,20,3,4,1,213,9
7,21,17,20,4,2,1,309,12
7,21,17,20,5,2,1,371,15
7,21,17,20,6,3,1,433,18
7,21,17,20,7,3,1,512,19
7,21,17,20,8,3,2,10,1
7,21,17,20,9,2,2,89,4
7,21,17,20,10,2,2,151,7
7,21,17,20,11,4,2,213,10
7,21,17,20,12,4,2,309,13
7,21,17,20,13,4,2,405,16
7,21,17,20,14,3,2,501,20
7,21,17,20,15,3,3,10,2
7,21,17,20,16,1,3,89,5
7,21,17,20,17,3,3,134,8
7,21,17,20,18,2,3,213,11
7,21,17,20,19,4,3,275,14
7,21,17,20,20,3,3,371,17
7,21,17,20,21,3,3,450,21
7,21,17,21,0,3,1,10,0
7,21,17,21,1,1,1,89,3
7,21,17,21,2,4,1,134,6
7,21,17,21,3,3,1,230,9
7,21,17,21,4,2,1,309,12
7,21,17,21,5,1,1,371,15
7,21,17,21,6,2,1,416,-1
7,21,17,21,7,2,1,478,18
7,21,17,21,8,2,1,540,21
7,21,17,21,9,4,2,10,1
7,21,17,21,10,1,2,106,4
7,21,17,21,11,3,2,151,7
7,21,17,21,12,4,2,230,10
7,21,17,21,13,2,2,326,13
7,21,17,21,14,3,2,388,16
7,21,17,21,15,1,2,467,19
7,21,17,21,16,3,2,512,22
7,21,17,21,17,3,3,10,2
7,21,17,21,18,2,3,89,5
7,21,17,21,19,1,3,151,8
7,21,17,21,20,1,3,196,-1
7,21,17,21,21,4,3,241,11
7,21,17,21,22,4,3,337,14
7,21,17,21,23,2,3,433,17
7,21,17,21,24,4,3,495,20
7,21,18,1,0,3,1,10,0
7,21,18,1,1,3,1,92,3
7,21,18,1,2,2,1,174,6
7,21,18,1,3,1,1,238,8
7,21,18,1,4,4,1,284,11
7,21,18,1,5,4,1,384,14
7,21,18,1,6,1,1,484,17
7,21,18,1,7,4,2,10,1
7,21,18,1,8,1,2,110,4
7,21,18,1,9,3,2,156,7
7,21,18,1,10,1,2,238,9
7,21,18,1,11,4,2,284,12
7,21,18,1,12,4,2,384,15
7,21,18,1,13,1,2,484,18
7,21,18,1,14,4,3,10,2
7,21,18,1,15,4,3,110,5
7,21,18,1,16,4,3,210,10
7,21,18,1,17,2,3,310,13
7,21,18,1,18,4,3,374,16
7,21,18,1,19,3,3,474,19
7,21,18,2,0,3,1,10,0
7,21,18,2,1,3,1,92,3
7,21,18,2,2,1,1,174,6
7,21,18,2,3,1,1,220,9
7,21,18,2,4,4,1,266,12
7,21,18,2,5,4,1,366,13
7,21,18,2,6,1,1,466,16
7,21,18,2,7,1,1,512,19
7,21,18,2,8,4,2,10,1
7,21,18,2,9,2,2,110,4
7,21,18,2,10,3,2,174,7
7,21,18,2,11,1,2,256,10
7,21,18,2,12,1,2,302,-1
7,21,18,2,13,3,2,348,14
7,21,18,2,14,1,2,430,-1
7,21,18,2,15,2,2,476,17
7,21,18,2,16,1,2,540,20
7,21,18,2,17,4,3,10,2
7,21,18,2,18,2,3,110,5
7,21,18,2,19,2,3,174,8
7,21,18,2,20,3,3,238,11
7,21,18,2,21,3,3,320,15
7,21,18,2,22,3,3,402,-1
7,21,18,2,23,1,3,484,18
7,21,18,2,24,1,3,530,21
7,21,18,3,0,4,1,10,0
7,21,18,3,1,4,1,110,3
7,21,18,3,2,1,1,210,6
7,21,18,3,3,3,1,256,9
7,21,18,3,4,2,1,338,-1
7,21,18,3,5,4,1,402,12
7,21,18,3,6,1,1,502,15
7,21,18,3,7,4,2,10,1
7,21,18,3,8,2,2,110,4
7,21,18,3,9,4,2,174,7
7,21,18,3,10,4,2,274,10
7,21,18,3,11,1,2,374,-1
7,21,18,3,12,2,2,420,13
7,21,18,3,13,3,2,484,16
7,21,18,3,14,2,3,10,2
7,21,18,3,15,3,3,74,5
7,21,18,3,16,3,3,156,8
7,21,18,3,17,2,3,238,-1
7,21,18,3,18,2,3,302,11
7,21,18,3,19,1,3,366,-1
7,21,18,3,20,1,3,412,14
7,21,18,3,21,1,3,458,-1
7,21,18,3,22,4,3,504,17
7,21,18,4,0,2,1,10,0
7,21,18,4,1,2,1,74,3
7,21,18,4,2,2,1,138,5
7,21,18,4,3,1,1,202,8
7,21,18,4,4,4,1,248,11
7,21,18,4,5,4,1,348,14
7,21,18,4,6,1,1,448,17
7,21,18,4,7,3,1,494,20
7,21,18,4,8,1,2,10,1
7,21,18,4,9,3,2,56,4
7,21,18,4,10,1,2,138,6
7,21,18,4,11,3,2,184,9
7,21,18,4,12,2,2,266,12
7,21,18,4,13,3,2,330,15
7,21,18,4,14,2,2,412,-1
7,21,18,4,15,2,2,476,18
7,21,18,4,16,4,3,10,2
7,21,18,4,17,2,3,110,7
7,21,18,4,18,3,3,174,10
7,21,18,4,19,2,3,256,13
7,21,18,4,20,3,3,320,16
7,21,18,4,21,2,3,402,-1
7,21,18,4,22,4,3,466,19
7,21,18,5,0,4,1,10,0
7,21,18,5,1,4,1,110,3
7,21,18,5,2,3,1,210,6
7,21,18,5,3,1,1,292,9
7,21,18,5,4,3,1,338,-1
7,21,18,5,5,2,1,420,12
7,21,18,5,6,2,1,484,15
7,21,18,5,7,2,2,10,1
7,21,18,5,8,4,2,74,4
7,21,18,5,9,2,2,174,-1
7,21,18,5,10,1,2,238,7
7,21,18,5,11,2,2,284,10
7,21,18,5,12,2,2,348,-1
7,21,18,5,13,1,2,412,13
7,21,18,5,14,2,2,458,16
7,21,18,5,15,4,3,10,2
7,21,18,5,16,1,3,110,5
7,21,18,5,17,3,3,156,-1
7,21,18,5,18,3,3,238,8
7,21,18,5,19,4,3,320,11
7,21,18,5,20,3,3,420,14
7,21,18,5,21,3,3,502,-1
7,21,18,6,0,3,1,10,0
7,21,18,6,1,4,1,92,3
7,21,18,6,2,1,1,192,6
7,21,18,6,3,4,1,238,9
7,21,18,6,4,4,1,338,12
7,21,18,6,5,4,1,438,-1
7,21,18,6,6,1,1,538,15
7,21,18,6,7,3,2,10,1
7,21,18,6,8,3,2,92,4
7,21,18,6,9,1,2,174,7
7,21,18,6,10,3,2,220,10
7,21,18,6,11,2,2,302,-1
7,21,18,6,12,2,2,366,13
7,21,18,6,13,2,2,430,-1
7,21,18,6,14,3,2,494,16
7,21,18,6,15,2,3,10,2
7,21,18,6,16,1,3,74,5
